q_new,q_old,ans_old,label
abusive relationship drug and alcohol abuse?,speech on drug and alcohol abuse?,you have internet access-this is what the internet was designed for. type substance abuse prevention into a search engine and next time figure out a way to remind yourself of assignments coming due.1,0
abusive relationship drug and alcohol abuse?,speech on drug and alcohol abuse?,think about how drug abuse is often fatal (overdose) and how alcohol abuse destroys peoples livers+ brains+ lives+ their families also often innocent victims.0,0
abusive relationship drug and alcohol abuse?,are you more prone to drug and alcohol abuse right before your period?,none,0
abusive relationship drug and alcohol abuse?,could i have liver damage ( alcohol & drug abuse )?,definitly yes,0
abusive relationship drug and alcohol abuse?,could i have liver damage ( alcohol & drug abuse )?,none,0
shakes n panic attacks from alcohol withdrawal?,speed+ percocet+ and alcohol withdrawals?,all evidence shows that drug and alcohol addicts that stay clean for long enough periods of time start to physically recover+ even from dramatically affected states. stay clean. talk to a doctor if youre ill. get better. good luck.,0
shakes n panic attacks from alcohol withdrawal?,speed+ percocet+ and alcohol withdrawals?,seek help dont fall back into drugs its not worth it.0,1
shakes n panic attacks from alcohol withdrawal?,question about my dads alcohol withdrawal?,oh you poor darling. for your sake (and his) i hope it passes quickly. you would be able to get some support+ advice and understanding by contacting your local alca-anon. there will be members there who have endured the same trauma as you. please reach out to some other people close to you for help. withdrawals+ in a physical sense usually only last 1 - 3 days depending upon the level of toxicity. however the cravings may (and usually do) last a lot longer. the person addicted to alcohol may or may not make up their mind to change. unfortunately there is nothing anyone else can do to make that road any easier. your father himself must decided that he wants alcohol out of his life.,1
shakes n panic attacks from alcohol withdrawal?,question about my dads alcohol withdrawal?,usually when someone goes through withdrawals+ they have the worst of it for a day or two. then it slowly goes away. but someones craving for something is much greater than the actual withdrawals. im sorry!0,1
shakes n panic attacks from alcohol withdrawal?,could some of this be from alcohol withdrawal? ,yes it sure can. find something to do with your time now. your bored now+ and drinking was a fun thing for you to do..could be a sign your growing up and you really dont want to.. sorry for that dont mean anything by it.,0
shakes n panic attacks from alcohol withdrawal?,could some of this be from alcohol withdrawal? ,"yeah it probably is. withdrawal can do a lot including making you feel really down. im sure once you get a little further along in \recovery\"" or htever you wanna call it0""",0
